,Incident Date,County,State,Zipcode,Latitude,Longitude,# Killed,# Injured,State FIPS,County FIPS,Density,Type,Population 2014,Population 2015,Population 2016,Population 2017,Land Area,Density 2014,Density 2015,Density 2016,Density 2017
706,2016-09-18,Lynchburg City,Virginia,24504,37.4,-79.19,1,3,51,680,304.45,Rural,10525.0,10222.0,9593.0,9423.0,32.11,327.77950794145124,318.3431952662722,298.75428215509186,293.4599813142323
707,2016-09-17,Miami-Dade,Florida,33177,25.77,-80.2,0,6,12,086,4247.13,Urban,56736.0,57688.0,57570.0,58683.0,12.52,4531.6293929712465,4607.6677316293935,4598.242811501597,4687.140575079872
708,2016-09-17,Orange,Florida,32805,28.5,-81.37,1,6,12,095,3277.24,Urban,22338.0,22111.0,22104.0,22312.0,6.67,3349.025487256372,3314.992503748126,3313.943028485757,3345.127436281859
709,2016-09-17,Marion,Indiana,46260,39.77,-86.14,2,2,18,097,3188.94,Urban,32932.0,32341.0,32692.0,32798.0,10.16,3241.3385826771655,3183.1692913385828,3217.716535433071,3228.1496062992123
710,2016-09-17,District Of Columbia,District of Columbia,20020,38.89,-77.03,2,7,,,10811.8,Urban,52480.0,53646.0,54955.0,56622.0,4.61,11383.947939262473,11636.876355748373,11920.824295010845,12282.429501084598
711,2016-09-16,Los Angeles,California,90004,34.07,-118.31,2,2,06,037,20400.26,Urban,63547.0,64008.0,63095.0,62733.0,3.05,20835.081967213115,20986.229508196724,20686.88524590164,20568.196721311477
712,2016-09-16,Philadelphia,Pennsylvania,19139,39.95,-75.16,2,5,42,101,23316.95,Urban,42451.0,43534.0,43499.0,44675.0,1.77,23983.61581920904,24595.4802259887,24575.706214689264,25240.112994350282
713,2016-09-14,Harris,Texas,77396,29.99,-95.26,1,3,48,201,1615.52,Suburban,47623.0,48587.0,50196.0,54352.0,26.81,1776.3148079074972,1812.271540469974,1872.2864602760164,2027.3032450578144
714,2016-09-13,Allen,Indiana,46803,41.07,-85.13,3,2,18,003,1478.04,Suburban,9737.0,9544.0,9766.0,9578.0,6.6,1475.3030303030305,1446.0606060606062,1479.6969696969697,1451.2121212121212
715,2016-09-11,Allen,Indiana,46806,41.07,-85.13,3,1,18,003,2562.82,Suburban,25316.0,24830.0,25100.0,25703.0,9.19,2754.7334058759525,2701.849836779108,2731.2295973884657,2796.844396082699
716,2016-09-11,Orleans Parish,Louisiana,70125,30.06,-89.93,1,5,22,071,6179.68,Urban,16597.0,17040.0,16752.0,17739.0,2.34,7092.735042735043,7282.051282051282,7158.974358974359,7580.769230769231
717,2016-09-11,Jackson,Missouri,64111,39.09,-94.58,0,6,29,095,5994.86,Urban,16403.0,17462.0,17507.0,17398.0,2.72,6030.514705882352,6419.85294117647,6436.397058823529,6396.323529411764
718,2016-09-11,Saginaw,Michigan,48604,43.41,-83.94,0,5,26,145,524.6,Rural,13108.0,13230.0,13348.0,12601.0,24.92,526.0032102728732,530.8988764044943,535.6340288924558,505.65810593900477
719,2016-09-11,Craven,North Carolina,28560,35.11,-77.07,0,5,37,049,246.48,Rural,28137.0,27892.0,27774.0,27542.0,117.33,239.81079007926363,237.72266257564135,236.71695218614167,234.7396232847524
720,2016-09-11,Hudson,New Jersey,07306,40.71,-74.06,1,3,34,017,19349.38,Urban,55376.0,55296.0,55039.0,55298.0,2.72,20358.823529411762,20329.41176470588,20234.926470588234,20330.147058823528
721,2016-09-10,Miami-Dade,Florida,33142,25.77,-80.2,1,3,12,086,7435.48,Urban,54939.0,55865.0,54571.0,56468.0,7.07,7770.7213578500705,7901.6973125884015,7718.670438472418,7986.987270155587
722,2016-09-08,Travis,Texas,78617,30.16,-97.6,4,0,48,453,320.07,Rural,23025.0,25473.0,26126.0,27900.0,69.39,331.8201469952443,367.0990056204064,376.5095835134746,402.0752269779507
723,2016-09-08,Garland,Arkansas,71913,34.5,-93.05,1,4,05,051,342.79,Rural,43047.0,44123.0,44513.0,45631.0,126.69,339.7821453942695,348.2753177046334,351.35369800299947,360.17838819164893
724,2016-09-05,Cook,Illinois,60612,41.83,-87.68,2,3,17,031,8933.01,Urban,35598.0,36531.0,35559.0,35332.0,3.75,9492.8,9741.6,9482.4,9421.866666666667
725,2016-09-05,Berks,Pennsylvania,19604,40.33,-75.92,0,4,42,011,12594.72,Urban,26210.0,26349.0,26083.0,26826.0,2.2,11913.636363636362,11976.81818181818,11855.90909090909,12193.636363636362
726,2016-09-04,Roanoke City,Virginia,24012,37.27,-79.95,1,10,51,770,1419.59,Suburban,29724.0,30095.0,29912.0,30364.0,20.41,1456.344928956394,1474.5222929936306,1465.5560999510044,1487.702106810387
727,2016-09-03,New Hanover,North Carolina,28405,34.21,-77.91,1,3,37,129,1211.18,Suburban,29388.0,30675.0,31569.0,31788.0,24.07,1220.9389281262984,1274.4079767345243,1311.5496468633153,1320.6481096800997
728,2016-09-03,None,Illinois,NaN,41.8781136,-87.6297982,0,4,,,,,NaN,NaN,NaN,NaN,,,,,
729,2016-08-30,Fulton,Georgia,30308,33.77,-84.37,0,4,13,121,9663.32,Urban,17238.0,17097.0,17036.0,17559.0,1.59,10841.509433962263,10752.830188679245,10714.46540880503,11043.396226415094
730,2016-08-30,Cook,Illinois,60636,41.83,-87.68,0,4,17,031,10459.1,Urban,40164.0,37278.0,35779.0,34461.0,3.91,10272.122762148338,9534.015345268543,9150.639386189257,8813.554987212276
731,2016-08-29,Atlantic,New Jersey,08215,39.56,-74.59,1,5,34,001,116.03,Rural,13633.0,13597.0,13466.0,13674.0,115.85,117.67803193785068,117.36728528269315,116.23651273198101,118.03193785066897
732,2016-08-28,Lubbock,Texas,79401,33.57,-101.87,0,6,48,303,3055.23,Urban,7639.0,7799.0,7715.0,7909.0,2.75,2777.818181818182,2836.0,2805.4545454545455,2876.0
733,2016-08-28,Bronx,New York,10455,40.84,-73.87,0,4,36,005,55709.27,Urban,39951.0,41609.0,42779.0,42558.0,0.71,56269.01408450704,58604.22535211268,60252.11267605634,59940.84507042254
734,2016-08-28,St. Louis City,Missouri,63118,38.63,-90.24,2,2,29,189,7961.84,Urban,28728.0,28113.0,28810.0,28089.0,3.35,8575.5223880597,8391.940298507463,8600.0,8384.776119402984
735,2016-08-28,Tallapoosa,Alabama,36853,32.83,-85.76,0,5,01,123,45.57,Rural,7988.0,7921.0,7879.0,8162.0,181.45,44.023146872416646,43.65389914577019,43.42243042160375,44.9820887296776
736,2016-08-27,Jefferson,Alabama,35020,33.37,-86.96,1,6,01,073,1428.14,Suburban,26604.0,26729.0,27134.0,26768.0,19.0,1400.2105263157894,1406.7894736842106,1428.1052631578948,1408.842105263158
737,2016-08-27,Miami-Dade,Florida,33147,25.77,-80.2,2,4,12,086,6475.3,Urban,43537.0,44136.0,45676.0,47168.0,7.25,6005.103448275862,6087.724137931034,6300.137931034483,6505.931034482759
738,2016-08-25,Cumberland,New Jersey,08302,39.42,-75.22,0,5,34,011,327.6,Rural,46620.0,46444.0,45964.0,45661.0,143.07,325.854476829524,324.62430977843013,321.2693087299923,319.15146431816595
739,2016-08-21,Suffolk,Massachusetts,02110,42.35,-71.06,0,4,25,025,9418.48,Urban,1906.0,2048.0,2124.0,2270.0,0.19,10031.578947368422,10778.947368421053,11178.947368421053,11947.368421052632
740,2016-08-21,Fairfield,Connecticut,06610,41.18,-73.19,0,13,09,001,7434.6,Urban,22103.0,22392.0,22921.0,22920.0,3.06,7223.2026143790845,7317.64705882353,7490.522875816993,7490.196078431372
741,2016-08-20,New Haven,Connecticut,06514,41.37,-72.9,0,4,09,009,2346.14,Suburban,27039.0,27394.0,27475.0,27546.0,11.2,2414.196428571429,2445.8928571428573,2453.125,2459.464285714286
742,2016-08-20,Pierce,Washington,98402,47.26,-122.44,0,5,53,053,6747.35,Urban,6486.0,6116.0,6023.0,6379.0,0.94,6900.0,6506.382978723404,6407.446808510638,6786.170212765958
743,2016-08-20,Mobile,Alabama,36522,31.09,-88.24,5,0,01,097,32.64,Rural,6370.0,6710.0,7135.0,7141.0,220.07,28.945335575044304,30.4902985413732,32.421502249284316,32.4487663016313
744,2016-08-18,Washington,Connecticut,05676,44.33,-72.75,0,4,,,49.09,Rural,5053.0,5080.0,4790.0,4887.0,101.53,49.76854131783709,50.034472569683835,47.17817393873732,48.13355658426081
745,2016-08-17,None,California,NaN,37.8043637,-122.2711137,0,4,,,,,NaN,NaN,NaN,NaN,,,,,
746,2016-08-14,Norfolk City,Virginia,23523,36.84,-76.28,0,4,51,710,3606.2,Urban,8174.0,8710.0,8623.0,8471.0,2.16,3784.259259259259,4032.407407407407,3992.1296296296296,3921.759259259259
747,2016-08-14,Hennepin,Minnesota,55411,44.96,-93.26,0,5,27,053,6747.36,Urban,29284.0,30208.0,30703.0,30917.0,4.07,7195.085995085995,7422.1130221130215,7543.734643734643,7596.314496314496
748,2016-08-13,Los Angeles,California,90043,33.98,-118.33,0,4,06,037,10834.3,Urban,43118.0,43129.0,44328.0,44571.0,4.13,10440.193704600484,10442.857142857143,10733.17191283293,10792.009685230025
749,2016-08-13,Milwaukee,Wisconsin,53216,43.06,-87.96,2,2,55,079,6956.45,Urban,32801.0,33386.0,33174.0,33707.0,4.64,7069.181034482759,7195.258620689656,7149.568965517242,7264.439655172414
750,2016-08-13,Queens,New York,11418,40.69,-73.83,0,4,36,081,22202.08,Urban,36751.0,39308.0,39908.0,39267.0,1.63,22546.625766871166,24115.337423312885,24483.435582822087,24090.184049079755
751,2016-08-13,Jasper,Missouri,64804,37.08,-94.5,0,4,29,097,411.52,Rural,36507.0,35674.0,35641.0,35545.0,91.18,400.3838561087958,391.24808071945597,390.88615924544854,389.83329677560863
752,2016-08-12,Duval,Florida,32206,30.33,-81.65,1,3,12,031,2866.02,Suburban,17255.0,17141.0,16820.0,16750.0,6.16,2801.1363636363635,2782.62987012987,2730.5194805194806,2719.155844155844
753,2016-08-12,Dallas,Texas,75238,32.79,-96.76,1,3,48,113,4634.79,Urban,30242.0,31362.0,32714.0,33009.0,6.58,4596.048632218845,4766.261398176292,4971.732522796353,5016.565349544073
754,2016-08-11,Philadelphia,Pennsylvania,19144,39.95,-75.16,0,4,42,101,12621.32,Urban,41549.0,41617.0,40613.0,41209.0,3.43,12113.411078717201,12133.236151603498,11840.524781341108,12014.285714285714
755,2016-08-10,Cook,Illinois,60201,42.04,-87.68,0,4,17,031,9126.98,Urban,42722.0,43247.0,43056.0,42880.0,4.72,9051.27118644068,9162.5,9122.033898305086,9084.745762711866
756,2016-08-10,Sacramento,California,95823,38.47,-121.44,1,3,06,067,6267.79,Urban,73641.0,76079.0,76478.0,78398.0,11.8,6240.762711864407,6447.372881355932,6481.186440677966,6643.8983050847455
757,2016-08-08,Duval,Florida,32205,30.33,-81.65,0,7,12,031,3720.67,Urban,29068.0,29003.0,28913.0,28865.0,7.59,3829.776021080369,3821.2121212121215,3809.35441370224,3803.030303030303
758,2016-08-08,Bernalillo,New Mexico,87123,35.11,-106.62,2,2,35,001,1198.01,Suburban,43626.0,43695.0,44656.0,44084.0,34.61,1260.5027448714245,1262.4963883270732,1290.2629297890783,1273.735914475585
759,2016-08-07,Los Angeles,California,90003,33.96,-118.27,1,3,06,037,18661.22,Urban,66913.0,69502.0,70208.0,70490.0,3.55,18848.732394366198,19578.028169014084,19776.901408450703,19856.338028169015
760,2016-08-07,Warren,Mississippi,39183,32.32,-90.87,1,3,28,149,61.52,Rural,14583.0,14372.0,14387.0,14286.0,254.54,57.29158481967471,56.462638485110396,56.52156831932113,56.1247741023022
761,2016-08-07,Jefferson,Colorado,80002,39.82,-105.1,2,2,08,059,2927.7,Suburban,17932.0,18439.0,18461.0,18211.0,6.15,2915.772357723577,2998.211382113821,3001.7886178861786,2961.1382113821137
762,2016-08-07,Cook,Illinois,60624,41.83,-87.68,0,4,17,031,10779.35,Urban,39706.0,38140.0,38134.0,37665.0,3.53,11248.15864022663,10804.532577903683,10802.832861189801,10669.971671388103
763,2016-08-06,Berks,Pennsylvania,19608,40.33,-75.92,5,0,42,011,884.63,Rural,22042.0,22178.0,22431.0,22583.0,25.68,858.3333333333334,863.6292834890966,873.481308411215,879.4003115264798
764,2016-08-05,Oakland,Michigan,48341,42.64,-83.28,1,3,26,125,2681.74,Suburban,17112.0,17701.0,17350.0,17545.0,6.39,2677.9342723004697,2770.1095461658842,2715.1799687010957,2745.696400625978
765,2016-08-05,Riverside,California,92570,33.78,-117.33,2,2,06,065,551.85,Rural,56766.0,56738.0,59324.0,60349.0,97.31,583.3521734662419,583.0644332545473,609.6392970917685,620.1726441270167
766,2016-08-04,Shelby,Tennessee,38107,35.1,-90.0,0,4,47,157,3277.41,Urban,17118.0,16952.0,16865.0,16702.0,5.4,3170.0,3139.259259259259,3123.148148148148,3092.9629629629626
767,2016-08-03,Dekalb,Georgia,30032,33.77,-84.29,1,3,,,3462.53,Urban,48419.0,48787.0,48724.0,49896.0,13.63,3552.3844460748346,3579.3837123991193,3574.761555392516,3660.74834922964
768,2016-08-02,Broward,Florida,33023,26.02,-80.16,0,4,12,011,6597.76,Urban,68105.0,69570.0,70910.0,71766.0,9.64,7064.834024896265,7216.804979253112,7355.809128630705,7444.60580912863
769,2016-08-01,Vanderburgh,Indiana,47713,37.98,-87.54,0,4,18,163,2865.45,Suburban,9934.0,10202.0,10283.0,10405.0,3.85,2580.2597402597403,2649.87012987013,2670.909090909091,2702.5974025974024
770,2016-07-31,Miami-Dade,Florida,33189,25.77,-80.2,3,1,12,086,4298.76,Urban,24697.0,25821.0,26363.0,27231.0,5.54,4457.942238267148,4660.830324909747,4758.6642599277975,4915.342960288809
771,2016-07-31,Travis,Texas,78701,30.26,-97.74,1,4,48,453,4199.51,Urban,6188.0,7051.0,7401.0,7875.0,1.63,3796.319018404908,4325.766871165644,4540.490797546013,4831.288343558283
772,2016-07-30,St. Louis City,Missouri,63108,38.63,-90.24,0,5,29,189,9628.57,Urban,20760.0,20916.0,21345.0,21279.0,2.24,9267.857142857141,9337.5,9529.017857142857,9499.55357142857
773,2016-07-30,Snohomish,Washington,98275,47.91,-122.3,3,1,53,061,2653.74,Suburban,20635.0,20818.0,20994.0,21050.0,7.63,2704.4560943643514,2728.440366972477,2751.5072083879422,2758.8466579292267
774,2016-07-30,None,Georgia,NaN,31.5332762,-81.4270478,0,5,,,,,NaN,NaN,NaN,NaN,,,,,
775,2016-07-29,Clarke,Georgia,30601,33.95,-83.39,0,7,13,059,883.63,Rural,22062.0,22605.0,22932.0,23794.0,23.6,934.8305084745762,957.8389830508474,971.6949152542372,1008.2203389830507
776,2016-07-28,Chemung,New York,14901,42.08,-76.8,0,5,36,015,447.63,Rural,17019.0,16855.0,16334.0,16038.0,37.37,455.41878512175543,451.0302381589511,437.08857372223713,429.1677816430292
777,2016-07-28,None,Maryland,NaN,39.2903848,-76.6121893,0,4,,,,,NaN,NaN,NaN,NaN,,,,,
778,2016-07-28,Cook,Illinois,60609,41.83,-87.68,2,2,17,031,8366.33,Urban,62405.0,62010.0,62250.0,60994.0,7.76,8041.881443298969,7990.979381443299,8021.907216494846,7860.051546391753
779,2016-07-25,L,Florida,33901,26.63,-81.85,2,19,,,3041.65,Urban,18924.0,19475.0,20108.0,20399.0,6.41,2952.2620904836194,3038.221528861154,3136.9734789391573,3182.371294851794
780,2016-07-24,Butler,Ohio,45013,39.39,-84.56,1,7,39,017,455.67,Rural,53539.0,52777.0,53059.0,53727.0,115.44,463.78205128205127,457.1812196812197,459.62404712404714,465.4106029106029
781,2016-07-23,Dorchester,South Carolina,29420,32.92,-80.09,0,4,45,035,1946.86,Suburban,23806.0,23159.0,23772.0,22760.0,11.21,2123.6396074933095,2065.9232827832293,2120.6066012488845,2030.330062444246
782,2016-07-23,Hamilton,Ohio,45223,39.09,-84.51,2,2,39,061,2124.81,Suburban,12226.0,12634.0,12522.0,12612.0,5.82,2100.687285223368,2170.7903780068727,2151.546391752577,2167.0103092783506
783,2016-07-23,Kings,New York,11218,40.64,-73.94,0,4,36,047,52711.98,Urban,75132.0,75691.0,74831.0,76960.0,1.43,52539.86013986014,52930.769230769234,52329.370629370635,53818.18181818182
784,2016-07-23,Bastrop,Texas,78602,30.11,-97.3,4,1,48,021,129.96,Rural,25444.0,25855.0,27043.0,28027.0,193.6,131.42561983471074,133.54855371900828,139.6849173553719,144.76756198347107
785,2016-07-22,Kankakee,Illinois,60901,41.11,-87.86,0,5,17,091,388.07,Rural,36519.0,36277.0,36150.0,35687.0,95.75,381.3994778067885,378.8720626631854,377.54569190600523,372.710182767624
786,2016-07-21,Cook,Illinois,60638,41.83,-87.68,0,5,17,031,4954.62,Urban,56812.0,57958.0,57746.0,58990.0,11.1,5118.198198198198,5221.441441441441,5202.342342342343,5314.414414414415
787,2016-07-20,Fresno,California,93727,36.75,-119.67,0,4,06,019,2209.23,Suburban,73671.0,76619.0,79314.0,81118.0,32.51,2266.102737619194,2356.782528452784,2439.680098431252,2495.1707167025534
788,2016-07-19,Crittenden,Arkansas,72301,35.14,-90.18,0,4,05,035,1380.12,Suburban,25652.0,25305.0,25246.0,24773.0,18.89,1357.9671784012705,1339.5976707252514,1336.4743250397034,1311.4346214928532
789,2016-07-17,Harris,Texas,77016,29.76,-95.38,1,3,48,201,2789.56,Suburban,26558.0,26587.0,27799.0,29597.0,9.67,2746.432264736298,2749.4312306101347,2874.7673216132366,3060.7032057911065
790,2016-07-17,Wayne,Michigan,48208,42.38,-83.1,0,4,26,163,3236.56,Urban,9413.0,9327.0,9180.0,9031.0,3.16,2978.7974683544303,2951.5822784810125,2905.0632911392404,2857.911392405063
791,2016-07-17,East Baton Rouge Parish,Louisiana,70815,30.44,-91.12,4,3,22,033,3139.03,Urban,30142.0,29958.0,29212.0,30083.0,9.58,3146.3465553235906,3127.1398747390394,3049.2693110647183,3140.187891440501
792,2016-07-16,Dallas,Texas,75217,32.79,-96.76,0,5,48,113,2939.69,Suburban,83121.0,82353.0,82582.0,85249.0,27.32,3042.4963396778917,3014.3850658857978,3022.7672035139094,3120.387994143485
793,2016-07-16,Cuyahoga,Ohio,44103,41.47,-81.67,0,5,39,035,4154.75,Urban,17291.0,16456.0,16813.0,16486.0,4.37,3956.7505720823797,3765.675057208238,3847.3684210526317,3772.54004576659
794,2016-07-16,San Bernardino,California,92405,34.14,-117.3,0,4,06,071,6109.39,Urban,29526.0,28831.0,29897.0,30366.0,4.72,6255.5084745762715,6108.262711864407,6334.110169491526,6433.474576271186
795,2016-07-16,Kern,California,93304,35.33,-119.02,1,14,06,029,6416.19,Urban,51607.0,52172.0,51891.0,50787.0,7.59,6799.341238471673,6873.781291172596,6836.758893280633,6691.304347826087
796,2016-07-16,Montgomery,Tennessee,37040,36.56,-87.34,0,6,47,125,486.14,Rural,46655.0,47081.0,48520.0,49811.0,92.41,504.8696028568337,509.4794935613029,525.0514013634888,539.0217508927606
797,2016-07-15,Cowlitz,Washington,98674,45.94,-122.67,3,1,53,015,145.02,Rural,11174.0,10973.0,11776.0,12296.0,82.95,134.7076552139843,132.28450874020493,141.96503918022904,148.23387582881253
798,2016-07-14,Harris,Texas,77532,29.91,-95.05,3,1,48,201,334.58,Rural,28394.0,28430.0,29224.0,28320.0,78.41,362.122178293585,362.58130340517795,372.70756281086597,361.17842111975517
799,2016-07-14,Alameda,California,94607,37.81,-122.3,0,4,06,001,4237.87,Urban,24830.0,26172.0,26089.0,26904.0,5.9,4208.474576271186,4435.932203389831,4421.86440677966,4560.0
800,2016-07-14,Summit,Ohio,44307,41.08,-81.52,1,3,39,153,3978.66,Urban,6328.0,6745.0,6987.0,7464.0,1.92,3295.8333333333335,3513.0208333333335,3639.0625,3887.5
801,2016-07-13,Houston,Georgia,31093,32.61,-83.63,0,5,13,153,1430.46,Suburban,30258.0,30606.0,30742.0,30510.0,19.63,1541.4161996943456,1559.144167091187,1566.0723382577687,1554.253693326541
802,2016-07-13,St. Louis City,Missouri,63118,38.63,-90.24,2,2,29,189,7961.84,Urban,28728.0,28113.0,28810.0,28089.0,3.35,8575.5223880597,8391.940298507463,8600.0,8384.776119402984
803,2016-07-11,Baltimore City,Maryland,21217,39.3,-76.61,0,5,24,510,16030.67,Urban,40614.0,39511.0,38596.0,36563.0,2.32,17506.034482758623,17030.603448275862,16636.206896551725,15759.91379310345
804,2016-07-11,Jackson,Michigan,49203,42.24,-84.4,0,4,26,075,1457.34,Suburban,37646.0,37921.0,38842.0,37916.0,26.27,1433.0414921964218,1443.5097068899886,1478.568709554625,1443.319375713742
805,2016-07-11,District Of Columbia,District of Columbia,20019,38.89,-77.03,0,4,,,8675.07,Urban,53352.0,56090.0,57962.0,61351.0,6.17,8647.001620745543,9090.761750405187,9394.16531604538,9943.435980551054
806,2016-07-11,Berrien,Michigan,49085,42.03,-86.45,3,2,26,021,1011.52,Suburban,22998.0,23136.0,23049.0,23293.0,23.53,977.3905652358691,983.2554186145346,979.5580110497237,989.9277518062048
807,2016-07-07,East Baton Rouge Parish,Louisiana,70806,30.44,-91.12,0,4,22,033,3234.11,Urban,28269.0,28250.0,28211.0,28977.0,8.88,3183.445945945946,3181.306306306306,3176.9144144144143,3263.1756756756754
808,2016-07-07,Dallas,Texas,75202,32.79,-96.76,5,9,48,113,2369.84,Suburban,2063.0,2206.0,2236.0,2029.0,0.71,2905.6338028169016,3107.042253521127,3149.2957746478874,2857.7464788732395
809,2016-07-07,Sullivan,Tennessee,37620,36.56,-82.19,1,4,47,163,306.99,Rural,37954.0,37942.0,38043.0,38262.0,127.37,297.98225641830885,297.88804271021434,298.6810080866766,300.40040825940173
810,2016-07-05,Los Angeles,California,90011,34.0,-118.25,0,4,06,037,24239.85,Urban,102926.0,104058.0,104762.0,108051.0,4.29,23992.07459207459,24255.944055944055,24420.046620046618,25186.713286713286
811,2016-07-04,Kings,New York,11233,40.64,-73.94,0,7,36,047,49742.58,Urban,69637.0,71589.0,72159.0,74982.0,1.35,51582.962962962956,53028.88888888888,53451.11111111111,55542.22222222222
812,2016-07-04,Allegheny,Pennsylvania,15222,40.43,-79.97,0,4,42,003,4051.66,Urban,3638.0,3954.0,4196.0,4700.0,0.81,4491.358024691358,4881.481481481481,5180.246913580247,5802.469135802468
813,2016-07-04,Cook,Illinois,60636,41.83,-87.68,0,4,17,031,10459.1,Urban,40164.0,37278.0,35779.0,34461.0,3.91,10272.122762148338,9534.015345268543,9150.639386189257,8813.554987212276
814,2016-07-04,Cuyahoga,Ohio,44102,41.47,-81.67,0,4,39,035,7457.59,Urban,42793.0,45069.0,45863.0,45276.0,6.04,7084.933774834437,7461.754966887417,7593.211920529801,7496.026490066225
815,2016-07-04,Harris,Texas,77019,29.76,-95.38,3,2,48,201,5381.82,Urban,20350.0,20644.0,21067.0,21572.0,3.52,5781.25,5864.772727272727,5984.943181818182,6128.409090909091
816,2016-07-04,Maricopa,Arizona,85041,33.38,-112.11,2,6,04,013,3465.16,Urban,58191.0,59188.0,62683.0,63152.0,15.87,3666.7296786389416,3729.5526149968496,3949.7794580970385,3979.332073093888
817,2016-07-03,Ouachita Parish,Louisiana,71201,32.51,-92.08,2,3,22,073,1565.41,Suburban,20107.0,20229.0,21079.0,21336.0,12.98,1549.075500770416,1558.4745762711864,1623.959938366718,1643.759630200308
818,2016-07-03,Hamilton,Tennessee,37406,35.06,-85.25,0,4,47,065,1193.16,Suburban,14246.0,14977.0,15043.0,14658.0,12.27,1161.0431947840261,1220.6193969030155,1225.99837000815,1194.6210268948655
819,2016-06-30,Cook,Illinois,60643,41.83,-87.68,1,4,17,031,6798.97,Urban,50957.0,50992.0,50507.0,51028.0,7.35,6932.925170068028,6937.6870748299325,6871.700680272109,6942.585034013606
820,2016-06-29,Clark,Nevada,89108,36.21,-115.21,5,0,32,003,7819.25,Urban,71634.0,73572.0,75179.0,74753.0,8.99,7968.186874304783,8183.759733036707,8362.513904338153,8315.127919911012
821,2016-06-28,Los Angeles,California,90061,33.92,-118.27,1,3,06,037,10094.67,Urban,28641.0,28135.0,27203.0,28003.0,2.66,10767.293233082706,10577.067669172931,10226.691729323307,10527.443609022555
822,2016-06-28,Cook,Illinois,60623,41.83,-87.68,0,4,17,031,17197.16,Urban,87836.0,88635.0,88137.0,88586.0,5.36,16387.31343283582,16536.380597014926,16443.47014925373,16527.238805970148
823,2016-06-27,Marion,Oregon,97071,45.13,-122.82,3,1,41,047,548.6,Rural,28907.0,28578.0,28604.0,28736.0,52.51,550.504665777947,544.2391925347553,544.734336316892,547.248143210817
824,2016-06-26,None,South Carolina,NaN,34.6173803,-79.68478139999999,0,4,,,,,NaN,NaN,NaN,NaN,,,,,
825,2016-06-26,Mecklenburg,North Carolina,28208,35.19,-80.83,0,5,37,119,1552.48,Suburban,34641.0,35340.0,36328.0,37678.0,22.01,1573.875511131304,1605.6338028169014,1650.5224897773737,1711.8582462517036
826,2016-06-26,Dekalb,Georgia,30316,33.72,-84.32,1,4,,,2484.82,Suburban,31438.0,31648.0,31654.0,33286.0,12.52,2511.0223642172523,2527.7955271565497,2528.274760383387,2658.6261980830673
827,2016-06-26,Harris,Texas,77081,29.76,-95.38,1,3,48,201,15433.73,Urban,44070.0,45039.0,46940.0,49059.0,3.1,14216.129032258064,14528.709677419354,15141.935483870968,15825.48387096774
828,2016-06-26,Nueces,Texas,78405,27.8,-97.39,0,4,48,355,3321.58,Urban,15203.0,16458.0,16143.0,15469.0,5.08,2992.716535433071,3239.763779527559,3177.755905511811,3045.0787401574803
829,2016-06-25,Tarrant,Texas,76102,32.75,-97.33,2,5,48,439,1879.72,Suburban,9370.0,9377.0,9389.0,9803.0,4.31,2174.0139211136893,2175.6380510440836,2178.4222737819027,2274.477958236659
830,2016-06-25,Norfolk City,Virginia,23523,36.84,-76.28,0,4,51,710,3606.2,Urban,8174.0,8710.0,8623.0,8471.0,2.16,3784.259259259259,4032.407407407407,3992.1296296296296,3921.759259259259
831,2016-06-25,Cook,Illinois,60643,41.83,-87.68,0,4,17,031,6798.97,Urban,50957.0,50992.0,50507.0,51028.0,7.35,6932.925170068028,6937.6870748299325,6871.700680272109,6942.585034013606
832,2016-06-24,Wyandotte,Kansas,66101,39.1,-94.62,0,4,20,209,4066.44,Urban,12981.0,12703.0,12481.0,12569.0,3.25,3994.153846153846,3908.6153846153848,3840.3076923076924,3867.3846153846152
833,2016-06-24,Hartford,Connecticut,06120,41.76,-72.68,0,5,09,003,3621.98,Urban,13119.0,13301.0,14120.0,14211.0,3.56,3685.112359550562,3736.2359550561796,3966.2921348314608,3991.8539325842694
834,2016-06-24,Prince George'S,Maryland,20747,38.85,-76.88,3,2,,,5239.24,Urban,37597.0,37800.0,37752.0,38503.0,7.63,4927.522935779816,4954.128440366972,4947.8374836173,5046.264744429882
835,2016-06-22,None,Washington,NaN,47.0378741,-122.9006951,3,1,,,,,NaN,NaN,NaN,NaN,,,,,
836,2016-06-22,None,Georgia,NaN,33.7956441,-84.2278796,1,4,,,,,NaN,NaN,NaN,NaN,,,,,
837,2016-06-22,Cook,Illinois,60612,41.83,-87.68,0,4,17,031,8933.01,Urban,35598.0,36531.0,35559.0,35332.0,3.75,9492.8,9741.6,9482.4,9421.866666666667
838,2016-06-21,Burlington,New Jersey,08046,40.02,-74.88,0,4,34,005,4298.72,Urban,31718.0,31441.0,31442.0,31549.0,7.35,4315.374149659864,4277.6870748299325,4277.823129251701,4292.380952380952
839,2016-06-21,Jefferson,Kentucky,40208,38.22,-85.74,2,2,21,111,5374.64,Urban,15480.0,16186.0,16935.0,17523.0,2.46,6292.682926829269,6579.674796747968,6884.1463414634145,7123.170731707317
840,2016-06-19,Roanoke City,Virginia,24017,37.27,-79.95,0,4,51,770,2609.84,Suburban,24008.0,24439.0,25323.0,24074.0,8.97,2676.477146042363,2724.526198439242,2823.076923076923,2683.8350055741357
